Row Labels,<=-2,>-0.25 and <=0,>-0.5 and <=-0.25,>-0.75 and <=-0.5,>-1 and <=-0.75,>-1.25 and <=-1,>-1.5 and <=-1.25,>-1.75 and <=-1.5,>-2 and <=-1.75,>0 and <=0.25,>0.25,Grand Total
08/01/06,15.61062778,8.93106567,8.079269454,7.364288366,7.943277916,8.322804412,8.936589574,12.46929128,11.06473305,12.58298461,24.55321092,125.858143
09/01/06,31.09867221,8.439597899,7.362022818,8.888441531,7.351557547,6.304880162,6.199235625,16.59603396,5.269963661,8.049956312,15.215306,120.7756677
10/01/06,5.271159568,10.67767673,10.69914321,10.47880974,9.240399513,10.07001181,11.62649793,18.39392056,15.68463146,10.90955956,16.12483422,129.1766443
11/01/06,25.74205111,10.28959039,11.30866785,8.699621902,10.54061728,8.977411646,8.605775298,21.99616556,20.04133931,11.18051272,14.71996204,152.1017151
12/01/06,33.99610343,10.36291932,10.21163544,13.16281729,8.394386555,11.09183664,14.03293945,22.31488911,16.62818576,11.90852588,16.35373286,168.4579717
01/01/07,27.65930995,10.04387798,9.287616039,9.313652966,8.41431516,8.000424839,12.6892754,16.45107216,31.65815994,11.66634112,15.35399879,160.5380443
02/01/07,35.59365774,9.146308664,10.12202991,9.205669602,9.854311465,8.56081725,6.279721751,14.58453363,21.84486133,9.402935331,14.49818733,149.093034
03/01/07,42.1814159,10.47215713,9.404079295,8.891712813,11.68780875,10.6892528,14.08470589,27.29538752,11.71908682,11.73469893,16.43144223,174.5917481
04/01/07,33.27279011,8.936274398,8.813882812,10.90660944,10.76436173,12.14436346,10.23588271,12.87682519,19.36562721,10.6718979,16.028617,154.017132
05/01/07,38.3932889,9.569169625,9.706068548,9.956751361,12.29029841,11.36990125,17.49599682,27.63323417,19.67937409,11.09507521,16.62345571,183.8126141
06/01/07,33.11046011,9.37931011,8.347647888,9.190912541,10.76689708,13.53255072,14.28710379,13.65667306,26.39191504,11.07099167,16.85234343,166.5868054
07/01/07,25.42240128,10.54431647,8.226733542,7.602669949,7.548570706,8.608383483,10.41894098,16.62769312,17.44007746,11.67862482,19.93192677,144.0503386
