Bank Servicer(Y/N),Orig LTV Description,Credit Score Description,Factor Date,Weighted Average Gross Coupon ,CPR 1M,CDR 1M,CCR 1M (Curtailment)
N,LowLTV,MidFICO,2/1/2018,4.014468594,3.624103661,,0.28072069
Y,LowLTV,MidFICO,2/1/2018,3.946365335,3.392687536,,0.241713838
N,LowLTV,MidFICO,1/1/2018,4.011484599,2.539703583,,0.214366601
Y,LowLTV,MidFICO,1/1/2018,3.945347923,5.871418596,,0.17583573
N,LowLTV,MidFICO,12/1/2017,4.010086241,5.972127081,,0.24500051
Y,LowLTV,MidFICO,12/1/2017,3.946664107,8.873451378,,0.290071708
N,LowLTV,MidFICO,11/1/2017,4.002021773,12.1654857,,0.126722304
Y,LowLTV,MidFICO,11/1/2017,3.943896555,5.542225834,,0.258881468
N,LowLTV,MidFICO,10/1/2017,3.999078416,9.431488033,,0.108156447
Y,LowLTV,MidFICO,10/1/2017,3.944889097,4.9987858,,0.196921133
N,LowLTV,MidFICO,9/1/2017,3.992479,2.55010346,,0.110887312
Y,LowLTV,MidFICO,9/1/2017,3.939485896,7.882904146,,0.176014956
N,LowLTV,MidFICO,8/1/2017,3.997805947,9.525679882,,0.836925217
Y,LowLTV,MidFICO,8/1/2017,3.919232517,6.174289758,,0.193134612
N,LowLTV,MidFICO,7/1/2017,3.974334245,10.19694011,,0.118490057
Y,LowLTV,MidFICO,7/1/2017,3.896144625,8.385764651,,0.141993145
N,LowLTV,MidFICO,6/1/2017,3.975879558,11.75403736,,0.153163143
Y,LowLTV,MidFICO,6/1/2017,3.895843144,5.778020634,,0.403929317
N,LowLTV,MidFICO,5/1/2017,3.975936643,-0.020363231,,-0.020363231
Y,LowLTV,MidFICO,5/1/2017,3.896435463,3.777231315,,0.180619183
N,LowLTV,MidFICO,4/1/2017,3.967428783,5.808467191,,0.130521284
Y,LowLTV,MidFICO,4/1/2017,3.881171743,3.575188613,,0.202455217
N,LowLTV,MidFICO,3/1/2017,3.966348779,6.063882783,,0.081978035
Y,LowLTV,MidFICO,3/1/2017,3.881177121,5.124310326,,0.202030875
N,LowLTV,MidFICO,2/1/2017,3.969988019,6.648731841,,0.088582238
Y,LowLTV,MidFICO,2/1/2017,3.882252311,4.440345981,,0.196800061
N,LowLTV,MidFICO,1/1/2017,3.996025747,5.401644388,,0.093979247
Y,LowLTV,MidFICO,1/1/2017,3.91230725,2.414410016,,0.211288556
N,LowLTV,MidFICO,12/1/2016,3.990301299,15.50570691,,0.118620305
Y,LowLTV,MidFICO,12/1/2016,3.915091595,5.235179477,,0.184818055
N,LowLTV,MidFICO,11/1/2016,3.940167563,12.27478741,,0.101565109
Y,LowLTV,MidFICO,11/1/2016,3.855265345,3.229326832,,0.156691099
N,LowLTV,MidFICO,10/1/2016,3.952726697,3.229343087,,0.102799587
Y,LowLTV,MidFICO,10/1/2016,3.865123325,6.431038462,,0.189091001
N,LowLTV,MidFICO,9/1/2016,3.951894418,2.904768908,,0.093735288
Y,LowLTV,MidFICO,9/1/2016,3.862819816,13.77344039,,0.200996963
N,LowLTV,MidFICO,8/1/2016,3.956996511,21.93176802,,0.097881178
Y,LowLTV,MidFICO,8/1/2016,3.870770619,1.923531822,,0.163289083
N,LowLTV,MidFICO,7/1/2016,3.95787211,0.108680395,,0.108680395
Y,LowLTV,MidFICO,7/1/2016,3.873141836,10.42053149,,0.183680932
N,LowLTV,MidFICO,6/1/2016,3.953235116,9.833347764,,0.094043095
Y,LowLTV,MidFICO,6/1/2016,3.872867025,4.298284601,,0.22449321
N,LowLTV,MidFICO,5/1/2016,3.953901248,2.118940431,,0.10974034
Y,LowLTV,MidFICO,5/1/2016,3.875992138,7.750837822,,0.175208413
N,LowLTV,MidFICO,4/1/2016,3.956748419,5.882520069,,0.141709642
Y,LowLTV,MidFICO,4/1/2016,3.875732547,4.500028351,,0.17114772
N,LowLTV,MidFICO,3/1/2016,3.946665257,10.85490679,,0.136954065
Y,LowLTV,MidFICO,3/1/2016,3.872323034,6.99866589,,0.17777056
N,LowLTV,MidFICO,2/1/2016,3.945959944,5.661460846,,0.098883387
Y,LowLTV,MidFICO,2/1/2016,3.872130099,1.467023485,,0.169437912
N,LowLTV,MidFICO,1/1/2016,3.936804688,4.708395028,,0.147531459
Y,LowLTV,MidFICO,1/1/2016,3.865984623,5.993637547,,0.134533088
N,LowLTV,MidFICO,12/1/2015,3.934748991,9.603805502,,0.157438661
Y,LowLTV,MidFICO,12/1/2015,3.868088356,3.314033995,,0.140698833
N,LowLTV,MidFICO,11/1/2015,3.928034551,11.32276506,,0.107532975
Y,LowLTV,MidFICO,11/1/2015,3.862296758,1.33331898,,0.142454371
N,LowLTV,MidFICO,10/1/2015,3.923569461,0.160484078,,0.160484078
Y,LowLTV,MidFICO,10/1/2015,3.856834029,5.487653576,,0.211478408
N,LowLTV,MidFICO,9/1/2015,3.899715293,3.502937127,,0.0978882
Y,LowLTV,MidFICO,9/1/2015,3.838110881,11.46600014,,0.168531202
N,LowLTV,MidFICO,8/1/2015,3.896152613,7.57620705,,0.09104728
Y,LowLTV,MidFICO,8/1/2015,3.822139606,7.068869898,,0.177783437
N,LowLTV,MidFICO,7/1/2015,3.894738071,5.708182401,,0.190078596
Y,LowLTV,MidFICO,7/1/2015,3.825157465,1.420668217,,0.166938255
N,LowLTV,MidFICO,6/1/2015,3.896174589,13.09772164,,0.14271582
Y,LowLTV,MidFICO,6/1/2015,3.824073519,0.278752917,,0.278752917
N,LowLTV,MidFICO,5/1/2015,3.887520846,0.155774058,,0.155774058
Y,LowLTV,MidFICO,5/1/2015,3.78134331,7.91175101,,0.276685175
N,LowLTV,MidFICO,4/1/2015,3.889473499,14.97609323,,0.105938053
Y,LowLTV,MidFICO,4/1/2015,3.788023688,5.811592318,,0.170372704
N,LowLTV,MidFICO,3/1/2015,3.86758181,23.76141804,,0.179434414
Y,LowLTV,MidFICO,3/1/2015,3.805859667,4.768554653,,0.202410849
N,LowLTV,MidFICO,2/1/2015,3.868101006,5.110694043,,0.118998795
Y,LowLTV,MidFICO,2/1/2015,3.806811739,3.875793816,,0.142777717
N,LowLTV,MidFICO,1/1/2015,3.855369495,8.324613588,,0.157152003
Y,LowLTV,MidFICO,1/1/2015,3.818430748,0.140811034,,0.140811034
N,LowLTV,MidFICO,12/1/2021,3.28918038,18.74449184,0.707843913,0.712070398
Y,LowLTV,MidFICO,12/1/2021,3.53372696,19.13211272,0.696123931,1.079929331
N,LowLTV,MidFICO,11/1/2021,3.306965681,20.21133556,0.522725188,0.651525901
Y,LowLTV,MidFICO,11/1/2021,3.554971668,20.20831902,0.496943801,0.95730982
N,LowLTV,MidFICO,10/1/2021,3.329745919,22.27752513,0.463168826,0.650948589
Y,LowLTV,MidFICO,10/1/2021,3.57996786,21.98895324,0.430088091,0.978526298
N,LowLTV,MidFICO,9/1/2021,3.359433586,23.94075353,0.473258165,0.712147874
Y,LowLTV,MidFICO,9/1/2021,3.606733943,23.18424825,0.496871591,0.975387761
N,LowLTV,MidFICO,8/1/2021,3.376184024,24.40034893,0.514726863,0.684020233
Y,LowLTV,MidFICO,8/1/2021,3.644557239,23.98821612,0.535845453,1.005153418
N,LowLTV,MidFICO,7/1/2021,3.395599105,21.56610278,0.526485473,0.718974095
Y,LowLTV,MidFICO,7/1/2021,3.666636141,22.45910988,0.575842015,1.035735169
N,LowLTV,MidFICO,6/1/2021,3.421338255,23.7399111,0.555755626,0.713038456
Y,LowLTV,MidFICO,6/1/2021,3.68871049,25.17704846,0.544383676,1.065051031
N,LowLTV,MidFICO,5/1/2021,3.451735535,22.70944483,0.536005246,0.693570694
Y,LowLTV,MidFICO,5/1/2021,3.718454252,24.09466269,0.464521267,0.980987419
N,LowLTV,MidFICO,4/1/2021,3.503694137,27.5095544,0.631105545,0.802093725
Y,LowLTV,MidFICO,4/1/2021,3.76052696,29.47622106,0.588190774,1.167407341
N,LowLTV,MidFICO,3/1/2021,3.562960899,34.23043291,0.604606321,0.826094757
Y,LowLTV,MidFICO,3/1/2021,3.799939688,35.01559352,0.666112257,1.203432826
N,LowLTV,MidFICO,2/1/2021,3.617144163,30.86567978,,0.689768057
Y,LowLTV,MidFICO,2/1/2021,3.831603626,29.96172104,,0.990441307
N,LowLTV,MidFICO,1/1/2021,3.677434132,30.47725206,,0.769955226
Y,LowLTV,MidFICO,1/1/2021,3.863301328,28.70865263,,1.080419579
N,LowLTV,MidFICO,12/1/2020,3.742654269,35.52792867,,0.776861664
Y,LowLTV,MidFICO,12/1/2020,3.892999054,32.62161645,,1.100476811
N,LowLTV,MidFICO,11/1/2020,3.812559169,33.61932149,,0.671049197
Y,LowLTV,MidFICO,11/1/2020,3.929904009,31.07199949,,0.933101631
N,LowLTV,MidFICO,10/1/2020,3.879131178,37.37161755,,0.747889473
Y,LowLTV,MidFICO,10/1/2020,3.961965875,34.19271978,,1.021825123
N,LowLTV,MidFICO,9/1/2020,3.936437906,34.97634283,,0.70994521
Y,LowLTV,MidFICO,9/1/2020,3.986966694,31.62318395,,0.966505265
N,LowLTV,MidFICO,8/1/2020,3.990013358,33.86378742,,0.721696265
Y,LowLTV,MidFICO,8/1/2020,4.018087763,29.88965056,,0.973774923
N,LowLTV,MidFICO,7/1/2020,4.041553843,33.85302288,,0.7591126
Y,LowLTV,MidFICO,7/1/2020,4.045036634,29.97640868,,1.012429271
N,LowLTV,MidFICO,6/1/2020,4.08848977,33.70429067,,0.67911374
Y,LowLTV,MidFICO,6/1/2020,4.066772241,29.55251562,,0.887348531
N,LowLTV,MidFICO,5/1/2020,4.129737689,30.34793512,,0.60031423
Y,LowLTV,MidFICO,5/1/2020,4.089185555,26.59314292,,0.766514446
N,LowLTV,MidFICO,4/1/2020,4.162013479,31.28093508,,0.509936851
Y,LowLTV,MidFICO,4/1/2020,4.103274732,25.86148784,,0.618842493
N,LowLTV,MidFICO,3/1/2020,4.17887969,26.46526409,,0.584815449
Y,LowLTV,MidFICO,3/1/2020,4.110939262,20.28233237,,0.750807437
N,LowLTV,MidFICO,2/1/2020,4.190127511,19.77812897,,0.67965948
Y,LowLTV,MidFICO,2/1/2020,4.116756686,15.00428514,,0.814658964
N,LowLTV,MidFICO,1/1/2020,4.203145978,18.0339156,,0.775103892
Y,LowLTV,MidFICO,1/1/2020,4.122486383,14.01005084,,0.973434343
N,LowLTV,MidFICO,12/1/2019,4.217102167,20.74147834,,0.700547795
Y,LowLTV,MidFICO,12/1/2019,4.128580225,15.94215388,,0.886986235
N,LowLTV,MidFICO,11/1/2019,4.233535881,20.75722039,,0.699167638
Y,LowLTV,MidFICO,11/1/2019,4.135410837,15.89473657,,0.840167883
N,LowLTV,MidFICO,10/1/2019,4.250092628,25.1452321,,0.700228545
Y,LowLTV,MidFICO,10/1/2019,4.140247686,19.12850375,,0.859662407
N,LowLTV,MidFICO,9/1/2019,4.260616088,22.60542955,,0.646573751
Y,LowLTV,MidFICO,9/1/2019,4.142943547,17.32031807,,0.77731621
N,LowLTV,MidFICO,8/1/2019,4.263194447,20.61234553,,0.731024986
Y,LowLTV,MidFICO,8/1/2019,4.142586348,15.97122075,,0.859204039
N,LowLTV,MidFICO,7/1/2019,4.261447997,19.0547759,,0.700848496
Y,LowLTV,MidFICO,7/1/2019,4.140965487,14.73903698,,0.845701407
N,LowLTV,MidFICO,6/1/2019,4.256840812,14.84624015,,0.639263069
Y,LowLTV,MidFICO,6/1/2019,4.137453765,11.9877237,,0.751047172
N,LowLTV,MidFICO,5/1/2019,4.255801947,15.25841614,,0.872422367
Y,LowLTV,MidFICO,5/1/2019,4.13278712,12.60856703,,1.095919582
N,LowLTV,MidFICO,4/1/2019,4.249041826,13.2034931,,0.723590149
Y,LowLTV,MidFICO,4/1/2019,4.125317483,10.47049932,,0.893868279
N,LowLTV,MidFICO,3/1/2019,4.239243346,10.40946158,,0.702820238
Y,LowLTV,MidFICO,3/1/2019,4.118366048,8.52100913,,0.835145678
N,LowLTV,MidFICO,2/1/2019,4.228351854,8.578225711,,0.655385396
Y,LowLTV,MidFICO,2/1/2019,4.108912826,6.87801935,,0.776106348
N,LowLTV,MidFICO,1/1/2019,4.212452529,7.483467374,,0.679583335
Y,LowLTV,MidFICO,1/1/2019,4.099857187,6.507898975,,0.826230988
N,LowLTV,MidFICO,12/1/2018,4.194545559,7.765146555,,0.643758131
Y,LowLTV,MidFICO,12/1/2018,4.090387708,6.962974609,,0.784105346
N,LowLTV,MidFICO,11/1/2018,4.179316195,8.099347273,,0.640782466
Y,LowLTV,MidFICO,11/1/2018,4.079569113,7.426313392,,0.772933215
N,LowLTV,MidFICO,10/1/2018,4.163130593,9.531666504,,0.652920687
Y,LowLTV,MidFICO,10/1/2018,4.070211313,8.451055044,,0.781105952
N,LowLTV,MidFICO,9/1/2018,4.145774163,8.839732858,,0.611221927
Y,LowLTV,MidFICO,9/1/2018,4.061293816,7.920916567,,0.756027778
N,LowLTV,MidFICO,8/1/2018,4.124353201,11.10965877,,0.67276987
Y,LowLTV,MidFICO,8/1/2018,4.052011738,9.905082992,,0.81363856
N,LowLTV,MidFICO,7/1/2018,4.106455865,10.53062244,,0.621976088
Y,LowLTV,MidFICO,7/1/2018,4.043836527,9.657744226,,0.730238662
N,LowLTV,MidFICO,6/1/2018,4.093084548,10.83175706,,0.651346414
Y,LowLTV,MidFICO,6/1/2018,4.035393556,10.28437735,,0.784891002
N,LowLTV,MidFICO,5/1/2018,4.079291289,10.86318247,,0.629151897
Y,LowLTV,MidFICO,5/1/2018,4.026900011,10.04623994,,0.827062579
N,LowLTV,MidFICO,4/1/2018,4.06940325,9.996289622,,0.634959842
Y,LowLTV,MidFICO,4/1/2018,4.021089718,9.330976995,,0.775378409
N,LowLTV,MidFICO,3/1/2018,4.061872548,10.62223861,,0.650030322
Y,LowLTV,MidFICO,3/1/2018,4.019590103,9.298252942,,0.78288879
N,LowLTV,MidFICO,2/1/2018,4.058550012,9.294149549,,0.629584437
Y,LowLTV,MidFICO,2/1/2018,4.017496947,8.143423786,,0.764738942
N,LowLTV,MidFICO,1/1/2018,4.054109118,10.02094366,,0.627633422
Y,LowLTV,MidFICO,1/1/2018,4.015820958,8.563233389,,0.762848994
N,LowLTV,MidFICO,12/1/2017,4.052560185,11.3391133,,0.601164296
Y,LowLTV,MidFICO,12/1/2017,4.014733344,9.875539763,,0.744133443
N,LowLTV,MidFICO,11/1/2017,4.056649103,12.13879761,,0.60626367
Y,LowLTV,MidFICO,11/1/2017,4.01011988,10.27256653,,0.732474353
N,LowLTV,MidFICO,10/1/2017,4.054327927,13.74176738,,0.583915149
Y,LowLTV,MidFICO,10/1/2017,4.009250415,11.31992595,,0.690125125
N,LowLTV,MidFICO,9/1/2017,4.049356782,12.46654555,,0.579503571
Y,LowLTV,MidFICO,9/1/2017,4.009776736,10.47902112,,0.701789133
N,LowLTV,MidFICO,8/1/2017,4.000141222,13.22881763,,0.597498335
Y,LowLTV,MidFICO,8/1/2017,3.897141753,10.56843834,,0.713469652
N,LowLTV,MidFICO,7/1/2017,3.994236395,11.1962337,,0.553856511
Y,LowLTV,MidFICO,7/1/2017,3.891638414,9.92279465,,0.694775245
N,LowLTV,MidFICO,6/1/2017,3.985185852,12.1046477,,0.6146018
Y,LowLTV,MidFICO,6/1/2017,3.884201794,10.64340019,,0.760077905
N,LowLTV,MidFICO,5/1/2017,3.976627254,10.89618405,,0.57992034
Y,LowLTV,MidFICO,5/1/2017,3.876663722,9.607114571,,0.766333448
N,LowLTV,MidFICO,4/1/2017,3.965799454,9.110016005,,0.544495284
Y,LowLTV,MidFICO,4/1/2017,3.870102489,7.978496171,,0.662288855
N,LowLTV,MidFICO,3/1/2017,3.957420991,10.18973643,,0.676298029
Y,LowLTV,MidFICO,3/1/2017,3.865134027,8.647377749,,0.812042582
N,LowLTV,MidFICO,2/1/2017,3.948736437,7.829343685,,0.541184248
Y,LowLTV,MidFICO,2/1/2017,3.866866121,6.882033133,,0.662046899
N,LowLTV,MidFICO,1/1/2017,3.948703936,9.909175583,,0.597635507
Y,LowLTV,MidFICO,1/1/2017,3.869646729,8.865110768,,0.761662365
N,LowLTV,MidFICO,12/1/2016,3.964319259,15.33699916,,0.63207037
Y,LowLTV,MidFICO,12/1/2016,3.878585301,13.18825563,,0.761274697
N,LowLTV,MidFICO,11/1/2016,3.974583155,18.35583895,,0.545461387
Y,LowLTV,MidFICO,11/1/2016,3.89160569,14.78254976,,0.648230158
N,LowLTV,MidFICO,10/1/2016,3.993540814,19.29772688,,0.569151264
Y,LowLTV,MidFICO,10/1/2016,3.905592274,15.61407289,,0.677150131
N,LowLTV,MidFICO,9/1/2016,4.011446279,21.04770246,,0.612644853
Y,LowLTV,MidFICO,9/1/2016,3.916137892,16.71764814,,0.732140827
N,LowLTV,MidFICO,8/1/2016,4.021617534,22.37899049,,0.596183998
Y,LowLTV,MidFICO,8/1/2016,3.921190888,17.76738691,,0.764004345
N,LowLTV,MidFICO,7/1/2016,4.031150354,15.55786533,,0.577920059
Y,LowLTV,MidFICO,7/1/2016,3.926464944,12.83418427,,0.712436599
N,LowLTV,MidFICO,6/1/2016,4.038476419,17.08949111,,0.574066369
Y,LowLTV,MidFICO,6/1/2016,3.930754429,14.11366418,,0.69907362
N,LowLTV,MidFICO,5/1/2016,4.045814042,16.00069538,,0.628809832
Y,LowLTV,MidFICO,5/1/2016,3.933896589,12.88260121,,0.728568004
N,LowLTV,MidFICO,4/1/2016,4.049751903,15.63910297,,0.625705436
Y,LowLTV,MidFICO,4/1/2016,3.938770838,12.34377587,,0.736799384
N,LowLTV,MidFICO,3/1/2016,4.050288139,17.0348448,,0.608950681
Y,LowLTV,MidFICO,3/1/2016,3.937213316,12.49166441,,0.734432691
N,LowLTV,MidFICO,2/1/2016,4.04782716,9.741264926,,0.562218771
Y,LowLTV,MidFICO,2/1/2016,3.937748198,8.06674371,,0.690167438
N,LowLTV,MidFICO,1/1/2016,4.046430313,7.997903324,,0.581139457
Y,LowLTV,MidFICO,1/1/2016,3.936328737,7.000603043,,0.687008934
N,LowLTV,MidFICO,12/1/2015,4.046704876,11.1517545,,0.609063143
Y,LowLTV,MidFICO,12/1/2015,3.934856941,9.250405187,,0.739471346
N,LowLTV,MidFICO,11/1/2015,4.046559788,9.843040651,,0.517903499
Y,LowLTV,MidFICO,11/1/2015,3.933068462,8.110707388,,0.614661306
N,LowLTV,MidFICO,10/1/2015,4.043754673,11.20395859,,0.600857277
Y,LowLTV,MidFICO,10/1/2015,3.928521543,9.361921351,,0.700651203
N,LowLTV,MidFICO,9/1/2015,4.037751455,11.17058354,,0.601508169
Y,LowLTV,MidFICO,9/1/2015,3.925721172,8.870579397,,0.634374198
N,LowLTV,MidFICO,8/1/2015,4.033198377,10.40615722,,0.557793981
Y,LowLTV,MidFICO,8/1/2015,3.923220561,9.583906106,,0.702623539
N,LowLTV,MidFICO,7/1/2015,4.033368177,11.64300648,,0.630739209
Y,LowLTV,MidFICO,7/1/2015,3.925495799,10.37886198,,0.744357741
N,LowLTV,MidFICO,6/1/2015,4.039432345,14.16756661,,0.588722702
Y,LowLTV,MidFICO,6/1/2015,3.929560622,12.05771914,,0.697215305
N,LowLTV,MidFICO,5/1/2015,4.046445934,14.83443103,,0.598915494
Y,LowLTV,MidFICO,5/1/2015,3.931762528,11.66844763,,0.699288149
N,LowLTV,MidFICO,4/1/2015,4.054083041,15.99205295,,0.590394742
Y,LowLTV,MidFICO,4/1/2015,3.94320446,12.06456804,,0.696163043
N,LowLTV,MidFICO,3/1/2015,4.066706445,19.97484468,,0.648181797
Y,LowLTV,MidFICO,3/1/2015,3.949214444,15.14376203,,0.734720088
N,LowLTV,MidFICO,2/1/2015,4.068443005,18.00336311,,0.526615165
Y,LowLTV,MidFICO,2/1/2015,3.950458457,12.16828755,,0.633863692
N,LowLTV,MidFICO,1/1/2015,4.065835852,12.31815877,,0.592479446
Y,LowLTV,MidFICO,1/1/2015,3.946485614,8.191002413,,0.73795122
N,HighLTV,MidFICO,12/1/2021,3.47035288,21.93004253,1.565959496,0.454236422
Y,HighLTV,MidFICO,12/1/2021,3.656501874,22.21344505,1.324528566,0.638863376
N,HighLTV,MidFICO,11/1/2021,3.488666428,24.00337733,1.001664153,0.417496294
Y,HighLTV,MidFICO,11/1/2021,3.677212318,23.85322079,0.959633871,0.581236131
N,HighLTV,MidFICO,10/1/2021,3.510362888,26.37922128,0.942557635,0.396864981
Y,HighLTV,MidFICO,10/1/2021,3.703972528,25.9716499,0.828045682,0.576404032
N,HighLTV,MidFICO,9/1/2021,3.538373937,28.69301207,0.875810985,0.457282034
Y,HighLTV,MidFICO,9/1/2021,3.730050152,28.07356319,0.967925837,0.574123178
N,HighLTV,MidFICO,8/1/2021,3.561100343,29.35932831,0.975078519,0.434069855
Y,HighLTV,MidFICO,8/1/2021,3.765748037,29.15220788,1.15969173,0.591247924
N,HighLTV,MidFICO,7/1/2021,3.588272896,26.89133578,1.070899886,0.459709218
Y,HighLTV,MidFICO,7/1/2021,3.790709196,27.11170404,1.002054948,0.59803312
N,HighLTV,MidFICO,6/1/2021,3.6198876,28.78606527,1.025741577,0.454083705
Y,HighLTV,MidFICO,6/1/2021,3.815452666,29.74766243,1.130337309,0.590072448
N,HighLTV,MidFICO,5/1/2021,3.653889054,27.20409098,0.995216708,0.427204908
Y,HighLTV,MidFICO,5/1/2021,3.842701212,27.56256433,0.878063972,0.554050146
N,HighLTV,MidFICO,4/1/2021,3.703828822,31.06273035,1.18242734,0.491004175
Y,HighLTV,MidFICO,4/1/2021,3.882293632,32.0963,0.983059512,0.660482384
N,HighLTV,MidFICO,3/1/2021,3.755020313,37.27996846,0.951034435,0.518561531
Y,HighLTV,MidFICO,3/1/2021,3.919415282,37.40219793,1.029951732,0.677860244
N,HighLTV,MidFICO,2/1/2021,3.801275008,32.36796641,,0.416106678
Y,HighLTV,MidFICO,2/1/2021,3.950389894,31.77412734,,0.540200552
N,HighLTV,MidFICO,1/1/2021,3.856823304,31.09629696,,0.441823469
Y,HighLTV,MidFICO,1/1/2021,3.982853957,29.80935823,,0.561674008
N,HighLTV,MidFICO,12/1/2020,3.919953009,36.05647073,,0.46581556
Y,HighLTV,MidFICO,12/1/2020,4.015482745,33.56791862,,0.600479615
N,HighLTV,MidFICO,11/1/2020,3.97815634,33.50828299,,0.394356601
Y,HighLTV,MidFICO,11/1/2020,4.052613022,32.45908575,,0.495130987
N,HighLTV,MidFICO,10/1/2020,4.041231951,36.52343999,,0.439406494
Y,HighLTV,MidFICO,10/1/2020,4.087693694,35.60313985,,0.564299768
N,HighLTV,MidFICO,9/1/2020,4.094346066,34.23491207,,0.392224494
Y,HighLTV,MidFICO,9/1/2020,4.114091663,33.17995315,,0.521899081
N,HighLTV,MidFICO,8/1/2020,4.146575741,33.37325681,,0.406347007
Y,HighLTV,MidFICO,8/1/2020,4.149747974,31.42759579,,0.529031947
N,HighLTV,MidFICO,7/1/2020,4.196573888,34.55223421,,0.429404
Y,HighLTV,MidFICO,7/1/2020,4.177529263,32.18877469,,0.567047569
N,HighLTV,MidFICO,6/1/2020,4.239060304,35.42671804,,0.387165249
Y,HighLTV,MidFICO,6/1/2020,4.198848608,32.67120125,,0.504788026
N,HighLTV,MidFICO,5/1/2020,4.277437086,33.26110229,,0.34683805
Y,HighLTV,MidFICO,5/1/2020,4.221963659,30.11519694,,0.43721121
N,HighLTV,MidFICO,4/1/2020,4.309933828,33.87550199,,0.295588715
Y,HighLTV,MidFICO,4/1/2020,4.240324211,29.15023728,,0.374003636
N,HighLTV,MidFICO,3/1/2020,4.325723573,26.32130166,,0.342836761
Y,HighLTV,MidFICO,3/1/2020,4.249944291,22.17117056,,0.423846391
N,HighLTV,MidFICO,2/1/2020,4.337275948,18.88220783,,0.365661268
Y,HighLTV,MidFICO,2/1/2020,4.258058472,15.4864798,,0.443914695
N,HighLTV,MidFICO,1/1/2020,4.351093313,16.72680118,,0.41676065
Y,HighLTV,MidFICO,1/1/2020,4.266389716,13.68413445,,0.517489021
N,HighLTV,MidFICO,12/1/2019,4.365529253,19.56759679,,0.40845977
Y,HighLTV,MidFICO,12/1/2019,4.275433587,16.08969382,,0.487610584
N,HighLTV,MidFICO,11/1/2019,4.383052474,20.11337753,,0.386226205
Y,HighLTV,MidFICO,11/1/2019,4.284825003,16.50945955,,0.475830726
N,HighLTV,MidFICO,10/1/2019,4.401017839,24.58845019,,0.393268525
Y,HighLTV,MidFICO,10/1/2019,4.292228859,20.5386692,,0.452859778
N,HighLTV,MidFICO,9/1/2019,4.415355549,23.11993095,,0.37724328
Y,HighLTV,MidFICO,9/1/2019,4.299374533,18.80990262,,0.444111952
N,HighLTV,MidFICO,8/1/2019,4.425298784,20.40906256,,0.400264707
Y,HighLTV,MidFICO,8/1/2019,4.3024721,17.2636015,,0.487647646
N,HighLTV,MidFICO,7/1/2019,4.428353552,18.81694645,,0.399318718
Y,HighLTV,MidFICO,7/1/2019,4.301726927,16.1266468,,0.484817591
N,HighLTV,MidFICO,6/1/2019,4.425527399,14.30851847,,0.35138945
Y,HighLTV,MidFICO,6/1/2019,4.299091905,12.65321447,,0.426970781
N,HighLTV,MidFICO,5/1/2019,4.42189715,14.49094262,,0.498696917
Y,HighLTV,MidFICO,5/1/2019,4.292877162,13.3497539,,0.643254121
N,HighLTV,MidFICO,4/1/2019,4.414469956,12.28769617,,0.419198703
Y,HighLTV,MidFICO,4/1/2019,4.286125413,10.61254453,,0.492615424
N,HighLTV,MidFICO,3/1/2019,4.405585668,9.489525457,,0.394548124
Y,HighLTV,MidFICO,3/1/2019,4.280703204,8.670909504,,0.49232854
N,HighLTV,MidFICO,2/1/2019,4.394641613,7.691221647,,0.379787913
Y,HighLTV,MidFICO,2/1/2019,4.270333379,6.727034112,,0.45206336
N,HighLTV,MidFICO,1/1/2019,4.376445881,6.429864773,,0.381040043
Y,HighLTV,MidFICO,1/1/2019,4.258893693,5.979810504,,0.442964524
N,HighLTV,MidFICO,12/1/2018,4.358030133,6.828343929,,0.37792534
Y,HighLTV,MidFICO,12/1/2018,4.247653983,6.761473595,,0.43667282
N,HighLTV,MidFICO,11/1/2018,4.341867665,7.218384276,,0.394197172
Y,HighLTV,MidFICO,11/1/2018,4.23645408,7.339008873,,0.443131097
N,HighLTV,MidFICO,10/1/2018,4.324732273,8.715470488,,0.40306901
Y,HighLTV,MidFICO,10/1/2018,4.224364088,8.456876722,,0.451966513
N,HighLTV,MidFICO,9/1/2018,4.304326859,8.331297527,,0.356890152
Y,HighLTV,MidFICO,9/1/2018,4.214106651,8.183482569,,0.426540643
N,HighLTV,MidFICO,8/1/2018,4.282243812,10.9620772,,0.408417154
Y,HighLTV,MidFICO,8/1/2018,4.201691849,10.19800177,,0.479059941
N,HighLTV,MidFICO,7/1/2018,4.264034933,10.44405985,,0.379902979
Y,HighLTV,MidFICO,7/1/2018,4.190144142,10.35512377,,0.420184584
N,HighLTV,MidFICO,6/1/2018,4.247229554,11.10547314,,0.386166867
Y,HighLTV,MidFICO,6/1/2018,4.17958055,10.99653874,,0.464340715
N,HighLTV,MidFICO,5/1/2018,4.233930225,11.01922015,,0.372854392
Y,HighLTV,MidFICO,5/1/2018,4.170299069,10.76960516,,0.438707982
N,HighLTV,MidFICO,4/1/2018,4.225507337,9.973615068,,0.375369488
Y,HighLTV,MidFICO,4/1/2018,4.165500002,9.696336229,,0.437227779
N,HighLTV,MidFICO,3/1/2018,4.2201561,10.08764568,,0.366180761
Y,HighLTV,MidFICO,3/1/2018,4.164456545,9.662568457,,0.440084741
N,HighLTV,MidFICO,2/1/2018,4.219449728,9.24750485,,0.341508435
Y,HighLTV,MidFICO,2/1/2018,4.16375175,8.73737701,,0.413637516
