Row Labels,<=-2,>-0.25 and <=0,>-0.5 and <=-0.25,>-0.75 and <=-0.5,>-1 and <=-0.75,>-1.25 and <=-1,>-1.5 and <=-1.25,>-1.75 and <=-1.5,>-2 and <=-1.75,>0 and <=0.25,>0.25,Grand Total
02/01/11,3.568748523,6.542772398,4.15420732,5.121401751,4.357110007,3.577778937,4.090203755,8.369817917,8.570871053,7.681991546,24.12306424,80.15796745
03/01/11,8.682251229,5.458890091,5.159152776,3.792626491,3.511471696,4.178063757,6.044052348,10.3422959,6.667035596,7.317129994,21.4462667,82.59923658
04/01/11,1.630707477,4.984958651,4.524980017,4.358933912,4.153670683,3.892898297,13.79708533,27.84768531,19.77821384,5.510851141,18.46747924,108.9474639
05/01/11,1.568336647,5.379574617,4.510741731,4.70446864,4.822633526,6.225119768,10.92962414,25.98826195,10.76134086,5.798160258,17.50308756,98.1913497
06/01/11,0.245230227,7.376064497,6.631602887,7.755309432,7.785503625,20.32095538,27.22446155,44.98967751,18.06919897,7.19081494,18.01429846,165.6031175
07/01/11,0.323247358,7.418313814,8.172543765,7.735780974,10.73755151,14.76506911,16.01927123,6.575269781,3.927545535,8.777373849,16.39045348,100.8424204
08/01/11,1.287082699,8.678310353,10.02533717,10.20792846,11.68658385,18.88398597,26.68474125,18.21295131,9.671529244,9.799586333,18.53639188,143.6744285
09/01/11,1.146676277,15.60239559,18.0415812,15.5266673,18.2551946,21.09988791,12.62113513,7.854163428,1.600130614,13.74498756,19.95514538,145.447965
10/01/11,0.001577335,17.87715506,17.72289686,17.1818492,22.27094865,10.79506433,12.76140129,1.549905745,9.589599405,19.15872764,22.3918848,151.3010103
11/01/11,0.049198268,13.55873995,13.4621143,13.86846345,15.43692612,17.24424355,4.256317088,29.81883806,3.199472802,15.88060701,22.15051229,148.9254329
12/01/11,0.035311497,12.29394485,11.71482985,10.18892919,12.79432673,10.38402889,2.139589126,10.92798655,0.00178675,13.25435344,21.54025841,105.2753453
01/01/12,-0.31633814,11.03090709,11.02781154,11.08665284,14.86006936,11.24250532,6.915099153,1.120354901,6.174656049,12.25774573,20.54592303,105.9453869
02/01/12,0.368578299,13.784914,13.60436763,11.46446649,19.25944505,10.84829418,2.719825163,4.259684514,1.378883799,13.10506393,23.13356257,113.9270856
03/01/12,0.013410514,13.53922259,12.05193122,11.33515114,18.40657565,13.60579088,14.74858027,8.025358365,1.4065317,12.59009243,25.13539585,130.8580406
04/01/12,0.230066254,10.68218051,9.119866486,8.501065845,19.63751458,19.61131378,4.945348359,5.66998811,3.400766314,9.532235753,24.92775173,116.2580977
05/01/12,0.231737644,11.27802884,10.92274349,10.66708319,10.04238368,25.7002111,14.34691751,4.224488796,1.167225397,9.787850647,26.8809657,125.249636
06/01/12,-0.051770551,13.57438842,13.28902955,13.83187609,15.8289152,17.23264677,24.23315408,0.991559187,0.595860667,10.98406276,26.12678018,136.6365024
07/01/12,-0.414438659,16.41261302,13.9418586,12.07053939,19.94229696,19.07102206,2.934619798,0.973858742,0.465548434,13.67568712,26.05245568,125.1260611
08/01/12,0.001221691,17.33920548,14.81905156,13.04271595,16.45998899,8.208096049,13.25715603,0.521723184,0.002716008,16.41349286,28.11279326,128.1781611
